"plot","site","region","Xcoord","Ycoord","Zcoord","canton","date","visit","surveyID","observer","municipality","bareground","vegcover","vegheight","herb","woody","sand","gravel","cobble","stone","wood","soil","flat","sloped","steep","canopy","standingdeadwood","lyingdeadwood","branchpile","stonepile","patchiness","comment","achillea","aegopodium","agrimonia","alliaria","allium","anacamptis","anemone","angelica","anthriscus","anthyllis","arctium","artemisia","ajuga","barbarea","bellis","bunias","capsella","cardamine","calystegia","campanula","carex","centaurea","cerastium","chenopodium","cirsium","clinopodium","convolvulus","conyza","coronilla","cornus","corydalis","crataegus","crepis","daucus","dianthus","dipsacus","echium","euonymus","erigeron","erucastrum","epilobium","eupatorium","euphorbia","equisetum","eschscholzia","filipendula","fragaria","frangula","fraxinus","galeopsis","galium","geranium","geum","glechoma","globularia","heracleum","helianthemum","hippocrepis","hypericum","hypochaeris","impatiens","iris","jacobaea","knautia","lamium","lapsana","lathraea","lathyrus","leontodon","lepidium","leucanthemum","lonicera","lotus","ligustum","linaria","lysimachia","lythrum","malva","medicago","melilotus","mentha","muscari","myosotis","nasturtium","oenothera","onobrychis","orchis","origanum","ornihtogalum","papaver","pastinaca","persicaria","picris","pilosella","pimpinella","plantago","potentilla","primula","prunella","prunus","ranunculus","rapistrum","rhinanthus","rosa","rubus","rumex","sanguisorba","salix","salvia","saponaria","scabiosa","scilla","scrophularia","sedum","senecio","silene","solanum","sonchus","spinaea","stachy","taraxacum","thymus","torilis","tragopogon","trifolium","tussilago","valeriana","veronica","verbena","viburnum","vicia","sum genuses","comment4","temp","wind","cloud","shade","distwater","timestart","timestop","comment2","bb1","bb2","bb3","bb4","bb5","bb6","bb7","bb8","bb9","bb10","bb11","bbunID","xylocopa","fieldIDsum","sitebareground","sitevegcover","sitevegheight","siteherb","sitewoody","sitesand","sitegravel","sitecobble","sitestone","sitesoil","siteflat","sitesloped","sitesteep","sitecanopy","sitepatchiness","sitecornis","sitecomment","siteacer","sitecornus","sitecrataegus","siteeuonymus","sitefrangula","sitefraxinus","ligustrum","sitelonicera","siteprunus","siterosa","sitesalix","sitesambucus","siteviburnum"
6,"focal","Scheulte",2595423,1245999,417,"JU","09.06.2025",3,"F.SC.JU.3.6","G. Egloff","Courroux",5,95,80,97,3,90,1,1,0,NA,8,100,0,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,13,NA,17.8,1,20,0,1500,0.496527777777778,0.528472222222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,95,90,70,30,80,2,6,2,10,84,15,1,30,3,NA,"recent slight flooding of banks. More sand, herby vegetation pressed down, not more than 4 m from bank in affected areas. Trees not affected. More sand deposited",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,"focal","Scheulte",2595436,1245984,416,"JU","09.06.2025",3,"F.SC.JU.3.7","G. Egloff","Courroux",30,70,150,40,60,90,1,2,2,NA,5,100,0,0,50,0,0,0,0,3,"90 % of plot recently flooded - herby vegetation pressed down, trees not affected",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,21.4,1,5,95,100,0.693055555555556,0.708333333333333,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,3,95,90,70,30,80,2,6,2,10,84,15,1,30,3,NA,"recent slight flooding of banks. More sand, herby vegetation pressed down, not more than 4 m from bank in affected areas. Trees not affected. More sand deposited",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,"focal","Scheulte",2595451,1245988,416,"JU","09.06.2025",3,"F.SC.JU.3.8","G. Egloff","Courroux",10,90,80,85,15,70,5,5,0,NA,20,85,5,10,20,1,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,3,NA,NA,2,NA,1,NA,3,NA,NA,NA,NA,3,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,20.6,1,5,15,0,0.625,0.654166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,95,NA,70,30,80,2,6,2,10,84,15,1,30,3,NA,"recent slight flooding of banks. More sand, herby vegetation pressed down, not more than 4 m from bank in affected areas. Trees not affected. More sand deposited",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"control","Schwarzbach",2609861,1193161,587,"BE","19.06.2025",3,"C.SC.BE.3.1","G. Egloff","Münsingen",4,96,7,99,1,30,0,0,0,NA,70,100,0,0,5,0,0,0,0,1,"recently mowed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,26,2,5,0,50,0.5125,0.529861111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,99,80,90,10,10,0,0,10,80,90,8,2,30,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"control","Schwarzbach",2609873,1193153,587,"BE","19.06.2025",3,"C.SC.BE.3.2","G. Egloff","Münsingen",6,94,10,99,1,30,0,0,0,NA,70,100,0,0,3,0,0,0,0,1,"recently mowed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,27.5,3,5,2,50,0.566666666666667,0.580555555555556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,99,80,90,10,10,0,0,10,80,90,8,2,30,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"control","Schwarzbach",2609924,1193119,588,"BE","19.06.2025",3,"C.SC.BE.3.3","G. Egloff","Münsingen",1,99,100,100,0,10,0,10,0,NA,80,100,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,28.3,3,5,0,100,0.590277777777778,0.604166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,99,80,90,10,10,0,0,10,80,90,8,2,30,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"control","Schwarzbach",2609945,1193105,588,"BE","19.06.2025",3,"C.SC.BE.3.4","G. Egloff","Münsingen",1,99,90,100,0,20,0,0,0,NA,80,100,0,0,2,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,27.5,2,10,0,100,0.543055555555556,0.556944444444444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,99,80,90,10,10,0,0,10,80,90,8,2,30,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,"control","Schwarzbach",2609958,1193095,588,"BE","19.06.2025",3,"C.SC.BE.3.5","G. Egloff","Münsingen",0,100,70,100,0,0,0,0,0,NA,0,100,0,0,95,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,19.2,1,0,95,100,0.404861111111111,0.41875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,99,80,90,10,10,0,0,10,80,90,8,2,30,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,"control","Schwarzbach",2609967,1193089,589,"BE","19.06.2025",3,"C.SC.BE.3.6","G. Egloff","Münsingen",2,98,90,100,0,30,0,0,0,NA,70,100,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,23.9,1,5,45,100,0.470138888888889,0.477083333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,99,80,90,10,10,0,0,10,80,90,8,2,30,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,"control","Schwarzbach",2609983,1193078,589,"BE","19.06.2025",3,"C.SC.BE.3.7","G. Egloff","Münsingen",1,99,80,100,0,50,0,0,0,NA,50,100,0,0,10,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,NA,21.8,1,0,4,100,0.426388888888889,0.440277777777778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,99,80,90,10,10,0,0,10,80,90,8,2,30,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,"control","Schwarzbach",2610004,1193064,589,"BE","19.06.2025",3,"C.SC.BE.3.8","G. Egloff","Münsingen",0,100,90,99,1,0,0,0,0,NA,0,100,0,0,90,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,21.8,1,0,40,150,0.449305555555556,0.458333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,99,80,90,10,10,0,0,10,80,90,8,2,30,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"focal","Schwarzbach",2608086,1193312,525,"BE","17.06.2025",3,"F.SC.BE.3.1","G. Egloff","Rubigen",7,93,50,98,2,10,30,10,20,NA,30,100,0,0,1,0,6,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,13,NA,23.8,3,5,0,0,0.590972222222222,0.609722222222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,98,80,80,20,10,1,2,2,85,98,2,0,40,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"focal","Schwarzbach",2608093,1193301,525,"BE","17.06.2025",3,"F.SC.BE.3.2","G. Egloff","Rubigen",3,97,60,100,0,30,0,0,0,NA,70,100,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,8,NA,15.8,1,10,0,0,0.392361111111111,0.408333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,98,80,80,20,10,1,2,2,85,98,2,0,40,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"focal","Schwarzbach",2608135,1193252,525,"BE","17.06.2025",3,"F.SC.BE.3.3","G. Egloff","Rubigen",3,97,100,60,40,20,0,0,0,NA,80,100,0,0,50,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,6,NA,21.9,1,5,50,0,0.493055555555556,0.506944444444444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,98,80,80,20,10,1,2,2,85,98,2,0,40,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"focal","Schwarzbach",2608165,1193225,525,"BE","17.06.2025",3,"F.SC.BE.3.4","G. Egloff","Rubigen",5,95,50,98,2,30,10,10,0,NA,50,100,0,0,2,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,14,NA,21.9,3,5,1,400,0.53125,0.554166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,2,98,80,80,20,10,1,2,2,85,98,2,0,40,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,"focal","Schwarzbach",2608169,1193214,525,"BE","17.06.2025",3,"F.SC.BE.3.5","G. Egloff","Rubigen",2,98,50,97,3,30,0,0,0,NA,70,100,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,22.9,2,5,4,500,0.563888888888889,0.58125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,98,80,80,20,10,1,2,2,85,98,2,0,40,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,"focal","Schwarzbach",2608180,1193208,525,"BE","17.06.2025",3,"F.SC.BE.3.6","G. Egloff","Rubigen",3,97,140,60,40,20,0,0,0,NA,80,80,20,0,45,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,18.2,1,10,75,200,0.425694444444444,0.4375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,98,80,80,20,10,1,2,2,85,98,2,0,40,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,"focal","Schwarzbach",2608189,1193195,525,"BE","17.06.2025",3,"F.SC.BE.3.7","G. Egloff","Rubigen",5,95,70,85,15,10,5,5,0,NA,80,100,0,0,40,0,2,0,0,3,"hay pile covers 25 % of plot, bareground?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,3,NA,2,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,20.3,2,10,75,300,0.461805555555556,0.48125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,98,80,80,20,10,1,2,2,85,98,2,0,40,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,"focal","Schwarzbach",2608198,1193190,525,"BE","17.06.2025",3,"F.SC.BE.3.8","G. Egloff","Rubigen",10,90,150,60,40,10,20,20,0,NA,50,35,65,0,40,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,24.4,2,5,30,300,0.620138888888889,0.635416666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,98,80,80,20,10,1,2,2,85,98,2,0,40,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
